date,orbit,scene_id,lakes
20260703,DESC61,S1C_IW_GRDH_1SDV_20260703T212330_20260703T212355_008384_010976_BB45_COG,밀양호 성덕저수지 안동호 영천호 운문호 임하호 충주호 합천호
